start	end	text
4361860	4390860	I don't know why I'm blanking on T-Pain songs.
4391860	4420860	I don't know why I'm blanking on T-Pain songs.
4421860	4450860	I don't know why I'm blanking on T-Pain songs.
4451860	4480860	I don't know why I'm blanking on T-Pain songs.
4481860	4510860	I don't know why I'm blanking on T-Pain songs.
4511860	4540860	I don't know why I'm blanking on T-Pain songs.
4541860	4553860	Fuck.
4553860	4557860	Huh.
4557860	4577860	I'm blanking on T-Pain songs.
4577860	4597860	I'm blanking on T-Pain songs.
4597860	4626860	I don't know why I'm blanking on T-Pain songs.
4626860	4653860	I don't know why I'm blanking on T-Pain songs.
4653860	4682860	I don't know why I'm blanking on T-Pain songs.
4682860	4711860	I don't know why I'm blanking on T-Pain songs.
4711860	4738860	I don't know why I'm blanking on T-Pain songs.
4738860	4767860	I'm blanking on T-Pain songs.
4767860	4796860	I don't know why I'm blanking on T-Pain songs.
4797860	4826860	I don't know why I'm blanking on T-Pain songs.
4827860	4856860	I'm blanking on T-Pain songs.
4857860	4886860	I'm blanking on T-Pain songs.
4887860	4916860	I don't know why I'm blanking on T-Pain songs.
4917860	4943860	I'm blanking on T-Pain songs.
4943860	4972860	I don't know why I'm blanking on T-Pain songs.
4973860	5002860	I don't know why I'm blanking on T-Pain songs.
5003860	5032860	I'm blanking on T-Pain songs.
5033860	5062860	I'm blanking on T-Pain songs.
5063860	5090860	I'm blanking on T-Pain songs.
5090860	5119860	I don't know why I'm blanking on T-Pain songs.
5120860	5149860	I don't know why I'm blanking on T-Pain songs.
5150860	5179860	I don't know why I'm blanking on T-Pain songs.
5180860	5200860	I'm blanking on T-Pain songs.
5200860	5229860	I don't know why I'm blanking on T-Pain songs.
5230860	5257860	I'm blanking on T-Pain songs.
5257860	5286860	I don't know why I'm blanking on T-Pain songs.
5286860	5315860	I don't know why I'm blanking on T-Pain songs.
5315860	5344860	I don't know why I'm blanking on T-Pain songs.
5345860	5372860	I don't know why I'm blanking on T-Pain songs.
5372860	5401860	I don't know why I'm blanking on T-Pain songs.
5401860	5430860	I don't know why I'm blanking on T-Pain songs.
5430860	5459860	I don't know why I'm blanking on T-Pain songs.
5459860	5488860	I don't know why I'm blanking on T-Pain songs.
5489860	5515860	I don't know why I'm blanking on T-Pain songs.
5515860	5544860	I don't know why I'm blanking on T-Pain songs.
5544860	5573860	I don't know why I'm blanking on T-Pain songs.
5574860	5603860	I'm blanking on T-Pain songs.
5604860	5633860	I don't know why I'm blanking on T-Pain songs.
5634860	5663860	I don't know why I'm blanking on T-Pain songs.
5664860	5693860	I don't know why I'm blanking on T-Pain songs.
5694860	5723860	I'm blanking on T-Pain songs.
5724860	5747860	I don't know why I'm blanking on T-Pain songs.
5747860	5776860	I don't know why I'm blanking on T-Pain songs.
5777860	5806860	I don't know why I'm blanking on T-Pain songs.
5807860	5836860	I don't know why I'm blanking on T-Pain songs.
5837860	5866860	I don't know why I'm blanking on T-Pain songs.
5867860	5896860	I don't know why I'm blanking on T-Pain songs.
5897860	5926860	I don't know why I'm blanking on T-Pain songs.
5927860	5956860	I don't know why I'm blanking on T-Pain songs.
5956860	5985860	I don't know why I'm blanking on T-Pain songs.
5985860	6014860	I don't know why I'm blanking on T-Pain songs.
6014860	6043860	I don't know why I'm blanking on T-Pain songs.
6043860	6072860	I don't know why I'm blanking on T-Pain songs.
6073860	6102860	I don't know why I'm blanking on T-Pain songs.
6103860	6130860	I don't know why I'm blanking on T-Pain songs.
6130860	6159860	I don't know why I'm blanking on T-Pain songs.
6159860	6188860	I don't know why I'm blanking on T-Pain songs.
6188860	6215860	I don't know why I'm blanking on T-Pain songs.
6215860	6244860	I don't know why I'm blanking on T-Pain songs.
6244860	6273860	I don't know why I'm blanking on T-Pain songs.
6273860	6302860	I don't know why I'm blanking on T-Pain songs.
6302860	6331860	I don't know why I'm blanking on T-Pain songs.
6331860	6360860	I don't know why I'm blanking on T-Pain songs.
6360860	6380860	I don't know why I'm blanking on T-Pain songs.
6380860	6401860	I don't know why I'm blanking on T-Pain songs.
6401860	6430860	I don't know why I'm blanking on T-Pain songs.
6430860	6459860	I don't know why I'm blanking on T-Pain songs.
6459860	6488860	I don't know why I'm blanking on T-Pain songs.
6489860	6518860	I don't know why I'm blanking on T-Pain songs.
6519860	6546860	I don't know why I'm blanking on T-Pain songs.
6546860	6575860	I don't know why I'm blanking on T-Pain songs.
6576860	6605860	I don't know why I'm blanking on T-Pain songs.
6606860	6633860	I don't know why I'm blanking on T-Pain songs.
6633860	6660860	I don't know why I'm blanking on T-Pain songs.
6660860	6689860	I don't know why I'm blanking on T-Pain songs.
6690860	6719860	I don't know why I'm blanking on T-Pain songs.
6720860	6749860	I don't know why I'm blanking on T-Pain songs.
6750860	6777860	I don't know why I'm blanking on T-Pain songs.
6777860	6806860	I don't know why I'm blanking on T-Pain songs.
6807860	6834860	I don't know why I'm blanking on T-Pain songs.
6834860	6861860	I don't know why I'm blanking on T-Pain songs.
6861860	6890860	I don't know why I'm blanking on T-Pain songs.
6890860	6917860	I don't know why I'm blanking on T-Pain songs.
6917860	6946860	I don't know why I'm blanking on T-Pain songs.
6946860	6975860	I don't know why I'm blanking on T-Pain songs.
6975860	7004860	I don't know why I'm blanking on T-Pain songs.
7004860	7033860	I don't know why I'm blanking on T-Pain songs.
7033860	7062860	I don't know why I'm blanking on T-Pain songs.
7062860	7091860	I don't know why I'm blanking on T-Pain songs.
7091860	7120860	I don't know why I'm blanking on T-Pain songs.
7120860	7147860	I don't know why I'm blanking on T-Pain songs.
7147860	7176860	I don't know why I'm blanking on T-Pain songs.
7176860	7205860	I don't know why I'm blanking on T-Pain songs.
7205860	7234860	I don't know why I'm blanking on T-Pain songs.
7234860	7261860	I don't know why I'm blanking on T-Pain songs.
7261860	7285860	Why am I going so fast?
7285860	7314860	I don't know why I'm blanking on T-Pain songs.
7314860	7343860	I don't know why I'm blanking on T-Pain songs.
7344860	7373860	I don't know why I'm blanking on T-Pain songs.
7374860	7403860	I don't know why I'm blanking on T-Pain songs.
7404860	7433860	I don't know why I'm blanking on T-Pain songs.
7434860	7463860	I don't know why I'm blanking on T-Pain songs.
7464860	7493860	I don't know why I'm blanking on T-Pain songs.
7494860	7514860	I don't know why I'm blanking on T-Pain songs.
7514860	7543860	I don't know why I'm blanking on T-Pain songs.
7544860	7565860	I don't know why I'm blanking on T-Pain songs.
7565860	7594860	I don't know why I'm blanking on T-Pain songs.
7595860	7624860	I don't know why I'm blanking on T-Pain songs.
7625860	7654860	I don't know why I'm blanking on T-Pain songs.
7655860	7684860	I don't know why I'm blanking on T-Pain songs.
7685860	7714860	I don't know why I'm blanking on T-Pain songs.
7715860	7740860	I don't know why I'm blanking on T-Pain songs.
7740860	7766860	I don't know why I'm blanking on T-Pain songs.
7766860	7793860	I don't know why I'm blanking on T-Pain songs.
7793860	7822860	I don't know why I'm blanking on T-Pain songs.
7822860	7851860	I don't know why I'm blanking on T-Pain songs.
7851860	7873860	I don't know why I'm blanking on T-Pain songs.
7873860	7902860	I don't know why I'm blanking on T-Pain songs.
7902860	7931860	I don't know why I'm blanking on T-Pain songs.
7931860	7958860	I don't know why I'm blanking on T-Pain songs.
7958860	7987860	I don't know why I'm blanking on T-Pain songs.
7987860	8014860	I don't know why I'm blanking on T-Pain songs.
8014860	8043860	I don't know why I'm blanking on T-Pain songs.
8044860	8071860	I don't know why I'm blanking on T-Pain songs.
8071860	8100860	I don't know why I'm blanking on T-Pain songs.
8101860	8130860	I don't know why I'm blanking on T-Pain songs.
8131860	8160860	I don't know why I'm blanking on T-Pain songs.
8160860	8189860	I don't know why I'm blanking on T-Pain songs.
8189860	8218860	I don't know why I'm blanking on T-Pain songs.
8218860	8247860	I don't know why I'm blanking on T-Pain songs.
8247860	8274860	I don't know why I'm blanking on T-Pain songs.
8274860	8299860	I don't know why I'm blanking on T-Pain songs.
8299860	8328860	I don't know why I'm blanking on T-Pain songs.
8328860	8357860	I don't know why I'm blanking on T-Pain songs.
8357860	8384860	I don't know why I'm blanking on T-Pain songs.
8384860	8401860	I don't know why I'm blanking on T-Pain songs.
8401860	8430860	I don't know why I'm blanking on T-Pain songs.
8431860	8460860	I don't know why I'm blanking on T-Pain songs.
8460860	8487860	I don't know why I'm blanking on T-Pain songs.
8487860	8516860	I don't know why I'm blanking on T-Pain songs.
8517860	8546860	I don't know why I'm blanking on T-Pain songs.
8546860	8575860	I don't know why I'm blanking on T-Pain songs.
8575860	8602860	I don't know why I'm blanking on T-Pain songs.
8602860	8631860	I don't know why I'm blanking on T-Pain songs.
8632860	8659860	I don't know why I'm blanking on T-Pain songs.
8659860	8686860	I don't know what just happened there.
8686860	8715860	I don't know why I'm blanking on T-Pain songs.
8716860	8745860	I don't know why I'm blanking on T-Pain songs.
8746860	8768860	I don't know why I'm blanking on T-Pain songs.
8768860	8797860	I don't know why I'm blanking on T-Pain songs.
8797860	8826860	I don't know why I'm blanking on T-Pain songs.
8827860	8856860	I don't know why I'm blanking on T-Pain songs.
8856860	8867860	I don't know why I'm blanking on T-Pain songs.
8867860	8896860	I don't know why I'm blanking on T-Pain songs.
8897860	8926860	I don't know why I'm blanking on T-Pain songs.
8926860	8955860	I don't know why I'm blanking on T-Pain songs.
8955860	8984860	I don't know why I'm blanking on T-Pain songs.
8985860	9004860	I don't know why I'm blanking on T-Pain songs.
9004860	9033860	I don't know why I'm blanking on T-Pain songs.
9033860	9062860	I don't know why I'm blanking on T-Pain songs.
9062860	9089860	I'm blanking on T-Pain songs.
9089860	9118860	I don't know why I'm blanking on T-Pain songs.
9118860	9141860	I don't know why I'm blanking on T-Pain songs.
9141860	9162860	I don't know why I'm blanking on T-Pain songs.
9162860	9185860	I'm blanking on T-Pain songs.
9185860	9200860	I'm blanking on T-Pain songs.
9200860	9227860	I don't know why I'm blanking on T-Pain songs.
9227860	9256860	I don't know why I'm blanking on T-Pain songs.
9256860	9283860	I don't know why I'm blanking on T-Pain songs.
9283860	9312860	I don't know why I'm blanking on T-Pain songs.
9313860	9342860	I don't know why I'm blanking on T-Pain songs.
9342860	9371860	I'm blanking on T-Pain songs.
9372860	9401860	I'm blanking on T-Pain songs.
9401860	9430860	I don't know why I'm blanking on T-Pain songs.
9430860	9459860	I don't know why I'm blanking on T-Pain songs.
9460860	9489860	I don't know why I'm blanking on T-Pain songs.
9490860	9519860	I'm blanking on T-Pain songs.
9520860	9549860	I don't know why I'm blanking on T-Pain songs.
9550860	9572860	I'm blanking on T-Pain songs.
9572860	9601860	I don't know why I'm blanking on T-Pain songs.
9602860	9629860	I'm blanking on T-Pain songs.
9629860	9658860	I'm blanking on T-Pain songs.
9659860	9688860	I don't know why I'm blanking on T-Pain songs.
9689860	9711860	I don't know why I'm blanking on T-Pain songs.
9711860	9740860	I don't know why I'm blanking on T-Pain songs.
9741860	9762860	I don't know why I'm blanking on T-Pain songs.
9762860	9789860	I'm blanking on T-Pain songs.
9789860	9816860	I'm blanking on T-Pain songs.
9816860	9845860	I don't know why I'm blanking on T-Pain songs.
9845860	9874860	I don't know why I'm blanking on T-Pain songs.
9875860	9904860	I don't know why I'm blanking on T-Pain songs.
9904860	9933860	I don't know why I'm blanking on T-Pain songs.
9933860	9960860	I'm blanking on T-Pain songs.
9960860	9989860	I don't know why I'm blanking on T-Pain songs.
9990860	10019860	I don't know why I'm blanking on T-Pain songs.
10020860	10049860	I don't know why I'm blanking on T-Pain songs.
10049860	10076860	I don't know why I'm blanking on T-Pain songs.
10076860	10105860	I don't know why I'm blanking on T-Pain songs.
10106860	10135860	I don't know why I'm blanking on T-Pain songs.
10135860	10164860	I don't know why I'm blanking on T-Pain songs.
10164860	10193860	I don't know why I'm blanking on T-Pain songs.
10194860	10217860	I don't know why I'm blanking on T-Pain songs.
10217860	10246860	I don't know why I'm blanking on T-Pain songs.
10246860	10275860	I'm blanking on T-Pain songs.
10275860	10304860	I don't know why I'm blanking on T-Pain songs.
10304860	10333860	I don't know why I'm blanking on T-Pain songs.
10333860	10356860	I don't know why I'm blanking on T-Pain songs.
10356860	10383860	I'm blanking on T-Pain songs.
10383860	10412860	I don't know why I'm blanking on T-Pain songs.
10413860	10442860	I don't know why I'm blanking on T-Pain songs.
10443860	10472860	I don't know why I'm blanking on T-Pain songs.
