start	end	text
339720	340720	Humans bad?
340720	342720	Capitalism bad?
342720	344720	Being nice to the environment?
344720	345720	Good!
345720	346720	That's it.
346720	347720	That's all you have to know.
348720	349720	That's all you have to know.
349720	353720	You have completely caught up to the Avatar franchise,
353720	355720	as we know right now.
356720	357720	Bojinga, I think.
360720	361720	Brian?
364720	367720	Not me getting Brian back on the HUD.
367720	371720	Thank you so much, Bojinga, for the 13, I appreciate it.
371720	374720	I'm looking forward to this stream of this game that literally no one has played.
374720	376720	I wish I could do a poll right now,
376720	379720	but if I back out of this game,
379720	381720	it crashes super easily,
381720	383720	so basically,
383720	387720	I don't even know if I'm going for a toilet break today.
387720	392720	I looked it up and it said apparently the campaign mode is...
392720	394720	8 hours, but I don't believe it.
394720	395720	Yes.
395720	397720	We're at signal specialist.
397720	398720	I didn't even know there was an avatar.
398720	401720	Well, there's a new avatar game now, but we're playing the old-
402720	406720	Let me take a sip of my honey tea today.
406720	407720	Aloha.
409720	411720	Did you guys watch Mercy's ASMR?
411720	413720	Congrats to Mercy!
413720	417720	Mojie's been the only member of Euler to not get her VOD taken down
417720	421720	and leave a warning on her channel for sexual misconduct.
421720	423720	Give it up for Mercy!
426720	427720	Oh my God.
428720	430720	Let's go, Mercy!
433720	436720	I am so nervous for my ASMR stream
436720	440720	because I had planned something a bit special for it.
441720	442720	And...
444720	447720	YouTube are dancing with all of us right now.
449720	451720	Sorry, I'll get over the cutscenes first.
451720	454720	We get to experience being in a navi body for the first time.
454720	456720	If you haven't played, or don't know,
456720	462720	you enter a booth which neural links you to an actual navi body.
462720	464720	Don't look too much into it.
464720	467720	It's pretty fantasy-based and all that jazz, but yeah.
467720	470720	We are now in navi, we have access to a navi body,
470720	472720	but we are still RDA.
472720	473720	RDA's the bad guys.
473720	475720	Boo! Boo! RDA!
475720	477720	Navi! Yay! Navi! Yay!
477720	479720	But RDA, boo!
480720	481720	Go.
484720	486720	Oh my God, that neck!
486720	488720	That's killing me.
488720	490720	She looks like a giraffe.
490720	492720	Let me get over this bed real quick.
500720	503720	So we have just been introduced to our avatar body.
504720	505720	Navi body.
505720	507720	RDA mission complete.
508720	510720	So yes, this is a much older game.
510720	511720	We're just...
516720	518720	So we are about to...
528720	529720	Anyway.
529720	530720	She's pampering us.
530720	531720	It looks good for its age.
531720	532720	Honestly!
532720	534720	So the newest avatar, I haven't had an...
534720	535720	Oh!
535720	536720	Brian!
541720	543720	Bero, thank you for the 20.
543720	545720	Would you guys neural link with me?
545720	549720	Like, if you could go to bed, like, you see everything from APOV?
549720	550720	Would that...
550720	552720	Would I still be in control at that point?
552720	554720	Or would you want to control me?
554720	556720	Or would you want me to control you?
561720	563720	Do you really need to ask?
564720	566720	I don't know if you want to see my POV.
566720	569720	You just, like, dine and be really disappointed that I don't have big boobs.
571720	573720	Does the nicotine patch interfere with the process?
573720	575720	Nah, you can leave it on.
575720	578720	If anything, it makes it better when you're in.
578720	586720	So this is the reason we are in Pandora, the world.
586720	589720	You see those purple things underneath?
589720	593720	Those are the resources we mine from this planet for capitalism back on Earth.
593720	594720	It is crazy.
594720	596720	Honestly, I get to pray.
598720	601720	Hard to believe you're finally here.
604720	605720	A-turn!
605720	606720	Oop!
616720	617720	They're purple.
617720	619720	The resources are purple.
621720	623720	A big butt better than Big Boa.
626720	628720	We're here to get the blue oil.
628720	630720	Did someone say oil?
638720	642720	By the dawn, sparely.
642720	643720	Did I tell you?
643720	645720	In a voice chat,
645720	648720	I sung that, but I only know the first two lines.
648720	654720	And then freakin' Sheevie and Azura burst out into singing like the actual thing.
654720	657720	And I was like, oh my god, this is really...
657720	661720	I was getting serenaded by the dawn,
661720	663720	sparely.
663720	666720	I once prayed.
666720	668720	I don't know the words at all.
668720	669720	And I don't know why it's so hard.
669720	671720	Like, why does it go high?
672720	677720	Did you guys see my Twitter post about how much I got scammed on American sweets?
677720	679720	Hello!
679720	681720	So these are just basic transporters,
681720	683720	but as you can see, this is the whole map of Pandora.
683720	685720	We will unlock a few more locations soon,
685720	687720	but there's not really much detail to it.
687720	688720	We're currently at Hell's Gate.
688720	691720	We are going to get flown to Blue Lagoon,
691720	693720	but as you can see, this Earth is healthy.
693720	696720	There's lots of blues and greens and all that.
696720	698720	It's a nice, healthy Earth.
698720	700720	Blue Lagoon.
700720	702720	Open the game...
702720	704720	Oh, that's just the information thing.
704720	706720	I thought I was going to explain what Blue Lagoon is.
706720	709720	Blue Lagoon is where a lot of the navi
709720	711720	that are controlled by the RDA-side hangout
711720	716720	and a few of the tribes are tolerant to our behaviors.
716720	718720	Our human activities.
723720	726720	So this is Tutorial Island, essentially.
726720	728720	I thought this game was a fever dream.
728720	730720	It's real!
730720	732720	Hi, Stony. I remember playing this game as a kid.
732720	734720	Congrats, you're one of the two people
734720	736720	who have played this game that's watching right now.
736720	738720	A very, very underground game.
738720	741720	I'll tell you a very fun factoid about this game.
741720	743720	So obviously, I was an Xbox kid.
743720	749720	If you were able to obtain a copy of the special...
759720	762720	Oh, I loved that little animation.
762720	765720	This was probably before motion capture was even a thing
765720	767720	because what the heck was that?
768720	771720	Our encounter with Pandora's wildlife.
771720	773720	These are Viperwills.
773720	775720	They're terrifying.
776720	778720	But their designs are so good.
778720	781720	The animal designs are freaking amazing.
781720	784720	I am needing to remember.
784720	786720	That's to analyze.
786720	790720	Okay, so we have freaking special abilities.
790720	793720	For some reason, I can go and visit and shit.
793720	795720	But you can level up and progress
795720	797720	and make these abilities way stronger.
797720	799720	But literally, it's pretty insane.
799720	802720	The game's got loads of things going for it.
802720	805720	So right now, we're just defending the perimeter
805720	808720	from what way the game isn't too loud.
808720	810720	I cannot adjust the volume without breaking it.
810720	813720	We're just defending the perimeter from...
813720	815720	Oh, I almost just shot our own guy there.
815720	817720	Is it working?
817720	819720	Okay, there we go.
819720	821720	You do get XP.
821720	823720	There is a level-up system in this game as well.
823720	824720	I am so bad at aiming.
824720	827720	Holy crap, I don't remember it being this hard as a child.
827720	831720	Child Me is like so much better gamer
831720	834720	when it comes to this stuff, honestly.
834720	836720	Lollipop model confirmed
836720	838720	we're doing some reward.
838720	842720	Because, actually, why am I so much better at this game?
842720	845720	I know they spawn over there a lot.
845720	847720	Okay, objective complete.
847720	849720	Love to see you play the game,
849720	853720	but I will be very happy for every Navi I see die.
853720	855720	For the RDA for humanity.
855720	856720	You're joking.
856720	858720	You picked the RDA?
858720	859720	Who are you?
859720	860720	Iron Reaper?
860720	862720	You picked the freaking...
862720	864720	Why would you prick?
864720	866720	Oh, I literally just had a Freudian slip
866720	868720	and called you a prick there.
868720	870720	Why would you pick?
870720	872720	This is not the Navi.
872720	873720	Thank you for the 50.
873720	874720	That's insane.
874720	875720	Thank you for the 50.
875720	876720	Grab a buggy and help him out.
876720	878720	But you're wrong.
878720	880720	RDA Supremacy.
880720	883720	Reef Flames?
883720	886720	We're here for nature
886720	890720	and to be nice to wildlife.
890720	891720	I'm literally a cuttlefish.
891720	893720	Are you saying...
893720	895720	Oh, is this Halo Controls?
895720	897720	No, kind of.
897720	899720	You can be attacked when you go out,
899720	901720	but I will say one thing.
901720	902720	The motion sickness.
902720	903720	Merci.
903720	904720	If you're lurking, do not watch this.
904720	907720	This motion sickness on the vehicles is insane.
907720	908720	Oh, we're doing hit and runs.
908720	909720	We're doing hit and runs.
909720	910720	Get wrecked.
910720	911720	Oh, right.
911720	912720	I missed that, but whatever.
912720	914720	Oh, I can't remember much.
914720	915720	There is going to be...
915720	917720	This guy should...
917720	919720	There is like aim assist in this game.
919720	921720	So if you're bad at video games,
921720	922720	please don't worry.
922720	925720	If you ever think you might want to
925720	926720	get this game a shot.
926720	928720	You're a lifesaver.
928720	931720	This game is giving commands for keyboard,
931720	935720	but that's because...
935720	936720	Wait, wait, wait.
936720	937720	Butt bounce.
937720	940720	Wait, where the heck did it go?
940720	943720	I'm fighting.
943720	946720	Oh, we're going to stick them out to go down.
946720	947720	Oh, come on.
947720	948720	You can tell Kale as well,
948720	949720	which is really good in this game.
949720	951720	This game is definitely for people
951720	953720	who are not very...
953720	954720	I would say if you're new to gaming,
954720	957720	the game is very friendly to you.
957720	959720	I say that as I literally am forgetting
959720	962720	all the spawn locations of the enemies right now.
962720	967720	These are Viper Wolves.
967720	970720	Literally waiting until this game gets so beautiful.
970720	971720	I wish...
971720	974720	I don't know what the new avatar game is like genuinely about.
974720	975720	I heard those growls.
975720	976720	I heard that.
976720	979720	I have gamer sense, okay?
979720	981720	Oh, there's another one.
981720	982720	Jeez.
982720	983720	Whoa.
983720	986720	My trigger just got stuck there.
987720	990720	Are you squidding me right now?
990720	993720	Glory to humanity and cuttlefish.
993720	996720	Down with the navi.
996720	999720	No, the navi are the good guys.
999720	1000720	Slice Saber?
1000720	1002720	How dare you?
1002720	1004720	Thank you for the tip.
1004720	1006720	But the navi are the good guys.
1006720	1011720	We're supposed to protect humanity, okay?
1011720	1013720	Right, so we're currently saving
1013720	1015720	the current signal thing or something.
1015720	1017720	I don't know.
1017720	1018720	Tutorial.
1018720	1020720	We are doing tutorial, but I'm just spamming through it
1020720	1022720	because I want to be navi.
1022720	1024720	Just to be those dogs.
1027720	1030720	Everyone's literally so beefed up in this game for no reason.
1030720	1032720	Wait, you say navi's good guys.
1032720	1035720	Protect humanity.
1035720	1037720	The navi are the big blue ones.
1037720	1039720	The big blue ones protect nature.
1039720	1041720	We protect nature, okay?
1045720	1046720	We...
1046720	1048720	Wait, hold on, hold on, hold on.
1048720	1049720	You ready for this?
1049720	1050720	We...
1050720	1054720	You want to protect nature, little reform.
1054720	1058720	You want to be a good boy for humanity.
1058720	1061720	You want to recycle where physically possible.
1061720	1063720	But we understand...
1063720	1064720	Oh, wait.
1064720	1067720	If the RDA are the bad guys, then why are their mechs so cool?
1067720	1069720	Checkmate, tree huggers.
1069720	1071720	Uh...
1071720	1072720	The rea...
1072720	1074720	Well, I'm gonna show you me absolutely wrecking
1074720	1076720	and fricking decking those mechs.
1079720	1084720	There's no way you guys are genuinely picking the human side.
1084720	1086720	Doomsday, Dan, you're getting a spank,
1086720	1087720	but thanks for the tip.
1087720	1089720	And Beijing got again.
1089720	1091720	No, you're wrong.
1091720	1093720	You have to be nice.
1093720	1095720	If I have to hit me...
1095720	1096720	Tree huggers!
1096720	1098720	If that makes me a tree hugger,
1098720	1099720	then guess what?
1099720	1101720	I'll proudly identify myself as a tree humper.
1101720	1102720	Oh, I just got...
1102720	1103720	Oh, I'm getting...
1103720	1104720	I'm getting...
1104720	1105720	I'm getting ganged up on.
1105720	1107720	I'm getting ganged up on.
1107720	1109720	Literally, the bark is peeling off from how hard
1109720	1112720	I'm humping the wildlife right now, okay?
1112720	1113720	Because...
1113720	1114720	I'm not...
1114720	1115720	I'm not...
1115720	1116720	Oh, um...
1116720	1118720	This is so much easier as a child.
1118720	1119720	Hello, child, me.
1119720	1120720	Can you just, like...
1120720	1122720	I don't know, possess my body right now?
1122720	1124720	Because why am I getting wrecked and decked?
1124720	1125720	There's...
1126720	1127720	Uh...
1129720	1131720	Oh, for goodness sake, wait, wait, wait, wait.
1131720	1132720	I'm getting wrecked.
1132720	1133720	I'm getting wrecked.
1141720	1143720	What'd you get?
1143720	1144720	Tim...
1144720	1145720	What the heck?
1145720	1146720	Tim Shuttle?
1146720	1147720	Tim Shuttle?
1147720	1148720	Your name is literally Cuttlefish.
1148720	1149720	A little Shuttlefish.
1149720	1151720	Glory to the hip, no toad.
1151720	1152720	Protect the Navi and the sea star.
1152720	1154720	See, Tim knows exactly what he's on about.
1154720	1155720	Thank you, Tim.
1155720	1157720	At least some of us have since...
1166720	1167720	Right.
1167720	1168720	You've got me there.
1168720	1169720	You've got me a wee bit there.
1169720	1170720	Hold on, hold on.
1170720	1171720	But give him a chance.
1171720	1172720	Give him a chance.
1172720	1174720	Thank you, Otter Von Biscuit.
1174720	1176720	Damn right you only sent for Cuttlefish.
1176720	1178720	We the best out here.
1178720	1179720	Wait, I just realized.
1179720	1182720	I think I'm supposed to drive the car in here.
1182720	1184720	Oh, I think I'm about to get attacked.
1184720	1186720	Or maybe those guys are protecting me.
1186720	1188720	I'm not sure.
1188720	1190720	There we go.
1190720	1192720	Run that, logist!
1192720	1193720	Oh!
1193720	1195720	See, you have level up system.
1199720	1202720	Um, I have terrible news for you.
1202720	1205720	If you want to do survival of the fittest, no weapons.
1205720	1206720	Absolutely.
1206720	1207720	Goodness.
1207720	1208720	Is this...?
1208720	1209720	Ah!
1209720	1211720	Take this!
1211720	1213720	Fart Bomb.
1213720	1216720	Thank you very much.
1216720	1219720	Sarge, IBW.
1219720	1220720	What a unique...
1220720	1221720	Thank you.
1221720	1222720	Thank you very much for the tip.
1222720	1225720	Sorry, Strony, but I'll never trust a species at...
1225720	1226720	Look.
1226720	1228720	All I'm seeing is give tentacles a chance.
1228720	1232720	I might be getting a little tentacle addition here and there, you know?
1232720	1233720	Am I going the wrong way?
1233720	1235720	It looks like I'm going the wrong way on the map.
1235720	1236720	I've not been here before.
1236720	1239720	Oh my goodness, the camera angle.
1239720	1241720	Look, the game aged all right.
1241720	1242720	I'm not going to say it aged well.
1242720	1244720	Wait, is there a little path back here?
1244720	1245720	No, there's not.
1245720	1246720	It's a lie.
1246720	1247720	It's a lie.
1247720	1248720	It's up here.
1248720	1251720	Oh my goodness, this camera angle is horrific!
1251720	1254720	I'm getting sick of myself.
1254720	1256720	Let me in!
1256720	1257720	Let me in!
1257720	1258720	I'm human!
1258720	1259720	What are you doing?
1259720	1261720	Okay, I actually have to go backwards?
1261720	1262720	Jeez.
1262720	1263720	Thank you.
1263720	1264720	Not Alessandro as well.
1264720	1265720	Rules of nature, survival...
1265720	1266720	Yeah, no.
1266720	1267720	Oh my goodness!
1267720	1268720	Wait!
1268720	1269720	Oh my God!
1269720	1270720	Lady driver moment!
1270720	1271720	Please!
1271720	1272720	Camera angle!
1272720	1273720	Please!
1273720	1274720	Jeez!
1274720	1275720	Louise!
1275720	1276720	Let me work here!
1276720	1277720	My goodness!
1277720	1278720	This is awful!
1278720	1279720	Why is the camera...
1279720	1280720	Oh my God!
1280720	1281720	This is horrific!
1281720	1282720	Are you kidding me right now?
1282720	1283720	Oh, thank God.
1283720	1284720	I don't get emotions like in the video games.
1284720	1285720	Do you not expect the message to work this time long?
1285720	1286720	Anyways, have fun, stroney and dreams.
1286720	1287720	Brian's back!
1287720	1291720	So when you tip, you can actually, like, act in here and you can hear it.
1291720	1294720	Thank you again for the another tip, Alessandro!
1294720	1295720	Eh, bitches.
1295720	1297720	When you tip, you will never be read out.
1297720	1299720	Oh my God, that camera angle is horrific.
1299720	1300720	Please.
1300720	1302720	Do not ever make me drive one of those again.
1302720	1303720	Thank you.
1303720	1304720	Oh, goodness me.
1304720	1305720	Right.
1305720	1306720	What is the heck is this?
1306720	1307720	I've forgotten.
1307720	1308720	Oh, it's a teleport pod.
1308720	1309720	Okay.
1309720	1311720	You can teleport between the different regions.
1311720	1314720	So this is all the Blue Lagoon areas.
1314720	1315720	Oh my God!
1315720	1316720	This is awesome!
1316720	1317720	Oh my God!
1317720	1318720	That camera angle is horrific.
1318720	1319720	Please.
1319720	1321720	This is all the Blue Lagoon area.
1321720	1324720	But as you can see, there's one, two, three, four, five.
1324720	1327720	Why are the teleport points all at the bottom and only one at the top?
1327720	1329720	Eh, I see how it is.
1329720	1331720	Make a mirror walk everywhere.
1331720	1334720	Okay, a little sip of my tea.
1334720	1335720	Have you played it?
1335720	1337720	Are you sure you've played this before?
1337720	1338720	The accusations?
1338720	1340720	I'm not beating the accusations.
1340720	1344720	Right, I'm going to finish my tea before it gets too cold.
1344720	1345720	Mmm.
1345720	1346720	I'm delicious.
1346720	1348720	I like the reverb effect on the verb.
1348720	1354720	I mean, I don't want to ruin anything, but that's definitely may or may not happen in
1354720	1356720	a certain ASMR stream.
1356720	1360720	I like freaking changed the title of the ASMR stream because I don't know what is going
1360720	1361720	on.
1361720	1363720	Everyone's getting warnings left, right and center.
1363720	1364720	Now don't get me wrong.
1364720	1368720	Any jumping up and doing on the bed is quite humorous, okay?
1368720	1372720	And I don't know, did she be actually doing anything that was that wrong?
1372720	1379720	Now the only reason I will say Azura had received that warning was on the pure basis.
1379720	1382720	Her voice is just like honey.
1382720	1387720	Her voice is the sun embracing you after a few days of rain.
1387720	1394720	Her voice is like that hug you have needed for years and you just let it all out and
1394720	1397720	you feel like her.
1397720	1405720	However, the other side of the coin for Azura's voice is it won't go down.
1405720	1407720	It can't stay down.
1407720	1412720	There's no such thing as a refractory period to her when you listen to her voice.
1412720	1414720	Maybe you'll get 10 minutes a piece at max.
1414720	1415720	You know what I'm saying?
1415720	1418720	So I kind of get why she got a warning.
1418720	1422720	I don't think she'd be got a warning because she was wise enough to private it.
1422720	1423720	I don't know.
1423720	1427720	I don't know if she did delete that.
1427720	1428720	Did she do ear licking?
1428720	1429720	Oh goodness me.
1429720	1430720	Can't even do a ear licking.
1430720	1434720	I don't know what's going on because people that show their face are still uploading all
1434720	1435720	fine and dandy.
1435720	1442720	So I think there might be a H-E-N update to the tie.
1442720	1444720	Possibly pop stealth policy.
1444720	1446720	Oh god, not the camera angle again.
1446720	1450720	I'm currently driving with one hand so this is going to go absolutely awful.
1451720	1453720	But look how big Pandora is.
1453720	1455720	It's fantastic.
1455720	1458720	One hand steering whilst I drink my tea.
1458720	1463720	I'm like a real contractor honestly.
1463720	1465720	Look, I'm just here to do the contract work.
1465720	1467720	I'm not here to do anything special.
1467720	1472720	I get paid on the day.
1472720	1474720	Okay, driving isn't actually that bad right?
1474720	1475720	Let's speed up.
1475720	1476720	Let's go.
1476720	1477720	Let's see if two handed.
1477720	1479720	I'm even worse probably.
1480720	1483720	Oh, I'm hitting the land.
1483720	1484720	I'm doing the Titanic.
1484720	1485720	Titanic momentum.
1485720	1490720	I am played this game when I was young and when I tell people about it, they never believe
1490720	1491720	it's real.
1491720	1494720	Also for the Navi, support nature.
1494720	1495720	Yes, thank you.
1495720	1497720	Thank you for the tip, Kitsune.
1497720	1498720	Gaming today.
1498720	1505720	Literally, I don't think I've really met anyone that's heard about this hecking game.
1505720	1507720	But I'm glad that a few of you actually have played it.
1507720	1511720	Okay, I'm just unlocking teleport stations when I do that.
1511720	1513720	Hi, hi everyone joining.
1513720	1514720	We're playing Avatar.
1514720	1516720	James Cameron's Avatar.
1516720	1521720	Some people thought it was Avatar, the last airbender related.
1521720	1523720	No, no, no, no, no.
1523720	1524720	Not at all.
1524720	1528720	Although, I think Amy might be doing a watch along that if you're into watch longs.
1528720	1533720	Please do think about supporting your local neighborhood little sister because she may
1533720	1535720	be doing a watch along that a little bit.
1535720	1537720	I'm going to take a little sipping tune of my cola.
1537720	1539720	I need to hydrate.
1539720	1543720	Now I get to ramble about all the work I did yesterday.
1543720	1546720	Okay, so the update is...
1546720	1547720	Are you squidding me right now?
1547720	1548720	Unless...
1548720	1549720	Brian!
1549720	1552720	Gaming in one hand while she stronts the cuddles in the other.
1552720	1554720	It's more difficult than you think.
1554720	1556720	Not that I'd know.
1556720	1559720	Honestly, thank you for the tip.
1559720	1560720	Tharja.
1560720	1563720	Tharja, I feel like that's not how you're supposed to pronounce it.
1563720	1566720	Are you Swedish and it's Tharja?
1566720	1567720	Tharja?
1567720	1570720	A little bit of a Swedish moment.
1573720	1576720	Look, it's that guy we saved in that cave only a few minutes ago.
1587720	1588720	What kind of cola?
1588720	1590720	Just cola cola.
1590720	1593720	Is it called Coke Zero when it's got the no sugar?
1593720	1596720	I finally went no sugar on the cola.
1596720	1597720	Aspartame.
1597720	1599720	I can finally tolerate aspartame.
1599720	1603720	It is that thing that is in the drinks to make it sugar-free.
1603720	1606720	But I was like, I don't mind having a big badonk-a-donk,
1606720	1608720	but I don't want it to get too big.
1608720	1610720	So I'm now drinking aspartame,
1610720	1613720	which apparently gives rats cancer.
1613720	1615720	So it's not looking good for us mammals.
1615720	1617720	But hey, oh, you got to die something.
1617720	1620720	And, you know, I'm not going out without enjoying myself.
1620720	1622720	That's all I'm saying on that much.
1622720	1623720	Right.
1623720	1626720	There are vapor wheels here, so please excuse the combat.
1626720	1627720	Boom.
1627720	1631720	Now you can just came to do this,
1631720	1635720	but it does bring you out of fricking invisibility.
1635720	1638720	Get in the boat, get in the boat, drive away, drive away.
1638720	1642720	Yeah, see, they get scared of my little fart bomb.
1642720	1645720	Actually, I think it's called a supersonic wave
1645720	1647720	and they don't like the noise, which makes sense.
1647720	1649720	You know, nature doesn't like loud noises.
1649720	1653720	Can relate on a physiological...
1653720	1654720	Physiological?
1654720	1656720	No, not physiological.
1656720	1660720	Oh, now you can just skip quite a bit of combat if you're cheeky,
1660720	1663720	but only if you're smart enough to do the things in the correct timing.
1663720	1664720	I'm going to heal up.
1664720	1667720	You can heal up naturally and it just means gentle for time.
1667720	1670720	As I said, this game is super forgiving to new gamers.
1671720	1675720	If you are into kind of that fantasy element, then...
1675720	1677720	Am I to walk from here?
1677720	1678720	I can't walk from here.
1681720	1684720	Nature doesn't like loud noises.
1684720	1686720	Literally the loudest of nature.
1688720	1691720	The sea bomb or a big badonka?
1691720	1692720	Those are the two choices.
1692720	1693720	I don't want to...
1693720	1695720	I don't mind getting too big.
1695720	1697720	No, sorry, I do mind getting too big.
1697720	1699720	You know, you got to keep that pear shape on.
1699720	1702720	You know, like when I do that hand cam stream,
1702720	1706720	everyone's going to know the real size of my chest.
1720720	1723720	Yes, I will teach you all the strats of this game.
1725720	1727720	For those who are wondering,
1727720	1729720	is this an adjourned stream?
1729720	1733720	This is roughly a seven hour stream.
1735720	1738720	So do feel free to stream yourself for the full seven hours.
1738720	1740720	If not, then the seven hour stream.
1741720	1742720	Roughly.
1742720	1748720	I believe we will actually successfully catch Mercy for a redirect
1748720	1752720	if my humble Mercy is streaming today, which I believe she is.
1752720	1755720	As always, if any of my gen mates come online,
1755720	1760720	please remind me and I will tell those who would much prefer to watch
1760720	1764720	a game that isn't archaic or whatever they're doing on stream.
1766720	1769720	We're supposed to for seven hours.
1769720	1772720	I feel like that would hurt.
1774720	1778720	But anyway, because I cannot tell you how strange it was
1778720	1781720	to go offline after two hours,
1781720	1784720	it literally felt like, what do we do now?
1784720	1786720	Oh, now we play the game.
1786720	1790720	Because I was like, wait, I have so much time and yeah.
1790720	1795720	So I've got three more ASMR collabs on the way.
1795720	1796720	I did a little bit of socializing.
1796720	1797720	We are now Navi.
1797720	1799720	We're about to do some Navi questlines.
1799720	1803720	But please remember, we are RDA Navi.
1803720	1807720	To use teleportations, we use the tree of vision.
1807720	1809720	It's very important to get those because my goodness,
1809720	1811720	it makes travel so much easier.
1814720	1817720	Look how tall we are and the camera angle has changed
1817720	1819720	and is much more favorable.
1819720	1825720	I prefer when video games have a really pooled out third perspective camera.
1825720	1829720	If the camera is two centimeters away from my face, I do not like it.
1829720	1831720	I find it very hard to look at.
1831720	1836720	I don't know if that's because I need glasses
1836720	1840720	and I still haven't trained myself to wear glasses.
1840720	1844720	Very bad girl, bad girl, very naughty.
1844720	1849720	But I think that my preference in video games is a zoom out angle.
1849720	1854720	It might be related to that because, yeah.
1854720	1860720	But hey, does anyone know the full name of the game and it's on Steam?
1860720	1865720	I don't even know if it's on Steam.
1865720	1869720	It is called James Cameron's Avatar.
1869720	1872720	Okay, the Navi can go through these doors.
1872720	1874720	Nope, only when they're green.
1874720	1876720	Okay, sure, sure.
1876720	1878720	We are about to encounter the wildlife.
1878720	1884720	They will still attack us even if we are Navi and RDA does not matter.
1884720	1886720	Where the heck am I going?
1886720	1887720	I'm going the wrong way.
1887720	1889720	That's why I'm getting turned around.
1889720	1891720	Now, again, we do have superpowers.
1891720	1892720	We have sprint.
1892720	1893720	We have invincibility.
1893720	1898720	We have health and we have ground smash, which is very good.
1898720	1906720	In order to get healing, if you look on when that health bar comes up again,
1906720	1912720	you'll notice the number zero at the bottom left on the right side of the health bar that appears bottom left.
1912720	1917720	The more cell samples we pick up, the more second chances we have.
