start	end	text
363480	369320	until I freaking went on my channel. It just happened right now. I'm not going to do my monetization
369320	374680	celebration today. I'm going to do it tomorrow and then it gives me a less time to do endurance
374680	379720	skyrim unless we come back to maybe switch up the thingy. But that's okay. It's actually a perfect
379720	389400	transition from Icy's stream. Hi, hi, little icicles. But yes, we are all getting monetized very
389400	396920	slowly, which is fantastic. Oh my gosh, you can get support via email or chat. Don't worry,
396920	404920	that chat support thing does absolutely nothing. I assure you, it doesn't do a single thing, okay?
406440	410120	Actually, I tell a lie, they did help me one time, so I'll give it up.
410120	415160	Amy, thank you, Amy, for your clap, clap, clap. Apparently, there's one other person that has
415160	420040	been processed. When we applied, it was like, yeah, it takes a month for them to review your
420040	427480	chat. A month, a month to review James Cameron's avatar, excuse me. A month to freaking review
427480	434840	Assassin's Creed Brotherhood, excuse me. Oh no, I never, oh, you guys so much ASMR video.
435800	442760	But I do have some good news about VTuber Collabs. I finally, I finally
445080	452360	sent away. So now I'm waiting on the girls. The ball is now in the girls court that I'm
452360	463480	collabing with. Yeah, yesterday, I was listening to a music creator called Yoast. He's a Dutch
463560	469880	and he was in Eurovision and he goes, Welcome to Europe. Life is till the
469880	477960	daughter, Europa, Europa. Turns out he has a song where it goes, Sakma.
481240	489560	So just imagine me playing the song and repeat in the dark, taping up four ASMR collabs in one go.
490440	497320	A month review time sounds realistic, given the fact that your streams are all above 10 hours.
499480	503800	Thank you for the tip again, but you're giving a lot of money. You need to be careful with the
503800	511880	crowd. Are you just reading me right now? You're in trouble too. No, thank you for the tip. Oh my
511880	519320	God. Damn, I almost got that song out of my head. Yeah, so basically just imagine me in a dark room,
519320	528360	just I had this song on repeat. I'm like, yeah, okay, right. Wolf mums, Pamper you to sleep,
528360	533240	right? Okay, what's next? Okay, jealous VTubers drag you in an alleyway for tangos. Okay,
533240	541080	what's next? What's next? Right, next script. Like I was on it. I was on it. Anonymous. It's
541080	547160	the silent and on his back. He's giving money, but he's not saying anything. He's not getting Brian
547160	552840	to say anything. Thank you for the tip. But yeah, anyway, that's how I work. I don't know how you
552840	558200	work, but I work like a madman. Had to take a shower. So I've got to listen at 1.5 speed for
558200	565640	the next 15 minutes. I was not prepared for the super speed beat up. So I was as strongly forgotten
565640	572920	to live tweet or tweet. If you mean tweet, I have absolutely horrific news. I am the worst VTuber
572920	579880	to ever spawn. I never use my emotes. I spent like so much on all these emotes. I never use them. I
579880	583880	never tweet out when I'm live because I start at the same time every single day and I'm like,
583880	592280	you want to be here, you're gonna be here. Somebody. Absolutely. Next script. YouTube to
592280	597320	monetize you one day after you get proved. I mean, depending on how the monetization celebration
597320	602360	goes tomorrow, that's quite plausible. But hey, at least a little bit YouTube history.
603320	608520	Don't mind if I make the headlines for VLR. So you guys go and support my gen mates. That's
608520	614120	right. There are five other lovely girls in the description below for you to check out. If you
614120	622120	cannot stand, Todd winning yet again with the death grip the Skyrim has over female VTubers.
622120	627240	Okay. So if you've had enough of that, Denny, you worry, I've got you sorted out. Sheepsters
627240	632920	is going live and team minus two hours. I believe Emma and Azura, my goodness, Azura,
632920	641560	and is coming for my Endurance Stream title. For goodness gravy, she was up on a farm. No,
641560	647800	it's not called Farmville. The farming star Jew Valley, for goodness sake. And then she
647800	651880	really popped out of 10 of her Endurance Stream. I'm like, damn, they're coming from my title.
652840	656200	But I'm gonna show them how it's done. Okay, I'm gonna show them how it's done. I woke up
656200	662360	feeling sick and I was like, oh, maybe I won't do an Endurance Stream. But the moment I hit go live,
662360	668280	it feels like I have been given a second burst of energy, a second wind, if you will. It's like
668280	675480	that cinematic moment in like the video game thing. We're like, oh, Brian.
682840	691960	Why would you give 100? That's so much. You never even said anything, Dapper Bucket. Oh my
691960	701400	God. Thank you for the 100. Iron Reaper 100. Why are you? Why are you giving me money for being
701400	708440	able to earn more money? What's going on? What's going on? Have I missed something in the VTuber
708520	714680	etiquette book? Iron Reaper, thank you for the 100. Dapper, thank you for the 100. Zarian,
714680	722120	congrats on monetization. Meeting great for anyone who goes over $20 on the donut. That's
722120	727560	terrible. You can't say that part out loud. Literally, everyone is giving your... Yeah,
727560	736520	please make sure you are fully sorted before you give any money. Please understand, I adore what I
736520	743400	do. I have been welcomed with open arms into the VTuber community as someone who could definitely
743400	749800	have been described as an outsider. And instead of being shunned, I was welcomed and taught the ropes,
749800	755960	which I'm so thankful for. But please understand, like, I get streamed for free. I love what I do,
755960	764840	okay? Anonymous with a 20 with no message again. Brian, you look, you need to put Brian to work,
765400	771720	okay? You need to put Brian to work. Oh, anonymous, give me 20 because I said the 20 thing.
773800	783160	That is terrible. But we've done it. We officially have finished our first week at Bueller Headquarters.
784440	790280	Literally, everyone has done fantastic streaming. I am very happy to see some of the girls taking
790280	795880	a break. Oh, Irvan Biscay. Brian. We don't like giving YouTube a cut.
798040	802920	Wait, oh, that's why you do stream elements. Okay, I understand. I read about that. Thank you,
802920	809160	Irvan Biscay. Brian! Don't know, we'll continue until morale improves. Congratulations. Wait,
809160	816280	why did I know that? Do you guys hear Brian at all when he talks? Yeah, you do, surely you do.
816520	822120	Oh, my God. Wait, you said I said your name yesterday correctly.
822120	828680	Rilke? Rilke? Cadmus? Thank you for the tip. Why did I know that quote? Yeah, we hear him. Okay, thank
828680	836840	God. God, it feels like so much longer. You've always been here. I think because, like, my average
836840	843000	streamed week is probably what a VTuber achieves in an entire month. So it feels like I've been
843000	849400	here for a very long time. I was like, nope, this is officially my first, like, strum, you know,
849400	854920	first second week of streaming. Ancient joke, the beatings will continue until the more... Okay,
854920	866760	that's... Okay, okay, okay. Guys, do you know a perfect way to party the achievement? A really
866760	872200	big storm of bad joke. What did you even say? Was that supposed to be a joke? I don't get it.
873240	876600	I don't get the joke if that was supposed to be a joke. So you're getting crickets.
881240	885640	Who's ready? Who's ready for bi-zura, bi-zura, bi-zura. Now, I know that's not in this game,
885640	889240	but bi-zura. Remember that time I accident... Wait, can you hear the game?
892520	895640	Can you hear any of that? You can't hear any of that.
896600	902200	Oh, oh, oh, wait, get monetization off the screen right now.
903800	906600	Oh, my freaking mouse won't hover over... Right, there we go.
915160	917320	Oh, my voice is cracking already. I've known you started...
918280	926520	Oh, oh, oh, oh, oh, oh. Don't again, don't again. Don't again, No Skyrim.
927320	932760	I don't know the words. One of them was like all glass, for like a meme fucking cover.
936360	940600	By Pope Ryan. This is our attempt at normalizing corporate,
940600	948960	Great free donations. Wait. No, are you guys neutral it? Wait you oh god. Thank you so much for all the tips. Holy sugar
951160	952360	Thank you
952360	954160	Etherna a oh my god
954160	960920	My mouse won't hover over OBS so I can lower the volume of the frickin game. Oh, it's so loud. Oh, that's getting loud
960920	965360	All right, I've turned it down a wee bit and turn me up
971360	974340	There's a Brian echo now
975760	980440	Right, I guess I'll just play him through desktop only. I'll just need to test if this works
981400	986120	Okay, okay, it works. It works. Okay. Let's jump into it. Do you know the actual lyrics?
986120	989640	I say dovahkin dovahkin dovahkin of Skyrim
993280	997640	Level one oh, it's been so freakin long since I've played this game. Oh
998400	1000400	My god
1007880	1014240	No mods of course right no vanilla, I'm appreciating the game and its release quality
1014640	1020760	I do understand those who prefer a modded experience. I like to appreciate a game the way it has been released
1020760	1022760	I understand there's always time constraints
1022760	1027440	There's always stuff that has been taken out for example ruining the thieves guild
1028760	1030760	and
1031400	1035880	But I just I want to appreciate it how it is
1036640	1038880	Wait, I didn't hear any of that if that played
1039840	1046520	Tharya from soul time to high rocks Skyrim is for the Nord's first road. Ah, oh
1047800	1050640	I'm on controller by the way because I'm used to playing Xbox
1053520	1056600	No mods as good as God intended
1059720	1061720	Is Brian talking at all I
1063520	1065520	Don't hear Brian at all now
1067160	1070080	Can you guys hear Brian I can't hear him he said the
1073560	1075560	Only put subtitles on as well
1076440	1079760	Freaking positive. Yeah. Hold on. Oh my god. Oh my god. I can't see my mouse
1079880	1082840	It's not giving me my freaking cursor, please please
1084040	1088200	Stop this madness, please, right? You're just gonna have to deal with double Brian. Oh
1089640	1094280	My god, that's like proper pause. Holy shit reluctantly seen. Thank you for the 20
1099120	1105640	Relentlessly need to get that memebership after all. Hey, also. Hey, you're finally wait you're trying to cross that border
1106520	1108520	It's our
1108800	1111320	The leader of the storm cloaks, Yarl
1114200	1117240	Thank you reluctantly same for the tip gaming kits, honey
1118120	1121080	Congrats, Johnny. Also. I found this donor. I think you dropped it
1122080	1125880	Giving me money giving me money because I made money
1128560	1130560	Should be of home
1132200	1134200	I'm from Roryx dead
1136640	1139640	Ah look it's in America
1141240	1144640	Let's get that so far we look like
1148960	1151160	And you hand touches the be no
1152240	1158960	Hear me and obey a fellow darkness has feet into my street. I don't miss that will alert you
1158960	1160960	I don't know
1161520	1163440	Oh, thank you
1164640	1166240	Merida
1166240	1168240	Merida Merida
1168760	1170120	Merida
1170120	1172120	There is the tip
1172120	1175320	All right, you guys are giving too much money. I'm about to pause these little fucking donors
1175320	1183480	Skyrim for me. I was more of a fallout guy cause I'm a wanderer. Yeah, the Wanderer a roam around around around
1183480	1185480	I'm a wanderer. I
1186080	1190720	Stop. Hey, are you finally awake? I'm here to create order my name
1191120	1193120	That's so much money
1193120	1195120	Erox a way
1195640	1198320	Supposed to say your names Erox a way
1199080	1203840	Erox a way. Thank you for the tip. I appreciate it. I'm Reaper again. Thank you for the tip
1204560	1207040	Identifying yourself as a fallout wanderer
1207720	1214440	Apparently we can do fallout 76 multiplayer. I don't know how it's gonna work too much monetization get absolutely loved on nerd
1214440	1216440	How dare you?
1216560	1223200	Merida is the god who owns the beacon. Ah, right. We're ERPing now as a Skyrim
1224760	1226760	Day deities
1228960	1233720	Johnny, please make the stop that's funny as anything
1235920	1239600	Okay, are we right we're gonna be role-playing out the wazoo
1240680	1242680	Nord what is the bill today?
1242680	1245040	a
1245040	1250520	Grembo, thank you for the congrats and the tip. We are Nord filled. Okay, we are Nord
1250520	1254800	We are Stormcloak. We are enjoying the game as the
1255440	1262920	Resistance or the opposition to what the Legion is trying to put on the upon Skyrim as a whole
1263120	1266640	Okay, so Skyrim is the current region that we're in
1267240	1270160	There's different regions such as Hammerfell for example
1270160	1270920	Oh
1270960	1275200	Brian you rather go to the woods with a high elf or a grizzly bear
1276520	1278120	I
1278120	1281000	Don't know could I take on a high elf? I feel like I'm really weak
1282800	1289840	Apparently polar bears are actually the most aggressive breed of bear if you didn't know that grizzly bears actually avoid human intervention apparently right?
1289840	1291840	So we are Nordic
1292600	1297120	Seasons of Skyrim they are tall and fair haired people strong and hardy
1297120	1301960	Nord's are famous for their resistance to cold and their talent as warriors
1301960	1305440	They can use a battle cry to make opponents flee
1306120	1309920	Fantastic. Um, are we gonna be a man or a woman? Oh?
1310720	1312720	um
1313400	1315400	Oh
1315440	1319560	Okay, okay, just a few technicals. It's a technical difficulty
1320040	1323040	Do you get to the cloud district very often? Oh?
1323480	1330520	What am I saying? Of course you don't thank you Nazim. Are you roleplayed as NPCs of Skyrim?
1331400	1336200	Nazim, I'm not really I don't know if you can hear that but that's me click and select on Nord
1337080	1342440	Oh, it's it's trigger. Is this where the membership pre-orders happen stop?
1344640	1351480	Rico, thank you for the tip. Why are you? I don't understand another week of my new daily routine
1352200	1358080	From five to one and then stroney time from two to two followed by sleep from two fifteen
1358080	1360080	No, that's so unhealthy
1361080	1364640	Barrel is so unhealthy. Oh my god. Shut up and take my money
1365880	1367880	Guys, what the heck?
1368680	1370680	Terminator one-on-one. Thank you
1372520	1374520	Fenix, thank you
1374520	1380520	No breaks on this alluring train. Oh my god. You guys are in it. You're in it to win it
1380640	1385840	No, did I get to play a whammin? I get to be a whammin or do you guys not like when whammin?
1385840	1390440	I don't know. I feel like if we're seared at someone's booty all day, I'd rather pick a whammin, you know
1390920	1396400	But thank you so much for all these tips Phoenix bearer Nazim. Yeah. Yeah, Nazim
1397240	1404480	Rico, Tarja, Terran, Frickin, there's so many tip become whammin. Okay. I'm allowed to be whammin. Yeah, wait run guard
1404640	1408040	What's the matter? Someone steal your sweet role?
1409040	1411040	Oh my
1411200	1418080	Someone stole your sweet role. I used to be able to do the accent in Skyrim, but then I'm completely bloody forgotten how to do it
1418080	1420080	I'll need to listen to it a bit more. Um
1420480	1422980	Right, we're gonna be young and pretty and
1424120	1427000	So we'll use that face
1428160	1435400	We're gonna be white as possible because you'll never guess what color I am and the reason why you don't do skinny is because
1435640	1438360	As skinny as possible is because the clothes
1439120	1444120	Texture on the shoulders. Can you see that you actually are better if you want less clothes?
1445000	1450520	Mashing to put the weight up just a wee tiny wee bit and for the complexion again
1450520	1453440	We're wanting young and the door do we want freckles?
1454760	1460400	I don't know freckles mainstream. Fuck it. We'll get no dirt. Do you want a kill scar?
1461360	1468560	And the name of the nodes I pray to the Lord's you all get a taste of my blade and my sword and I'm taking on hordes of enemies
1470240	1472600	I'm going on hordes of weaponry's
1473600	1479400	I think I think cheeky little scars on the face there just to kind of show that we mean business, okay?
1479680	1482760	Where is here? I don't really I'm not really fussed for all this stuff
1483200	1486360	Nick color. I didn't even know that was a cent
1486840	1488680	Right now
1488680	1492160	So I'm pretty good Tony and say a quick congrats on
1493160	1498960	Soon you deserve it after all your hard work. Thank you so much for the tip Rick or Tony
1499200	1507000	Honestly, I would have like if YouTube updated its thing for like we all made watch time on day one after debut
1507000	1510960	Which isn't she which is insane? What color are eyes?
1511880	1513880	Oh
1513880	1517800	No, wait, I've lost my right give us give us the sexy eyes, okay?
1517800	1521800	We want say do we want like piercing eyes like I'm looking into your
1522360	1526480	That's I'm looking into your soul eyes. I used to be an adventure
1527000	1533960	Then I took an arrow to the knee. Thank you. I love how this entire phrase is a euphemism for marriage tying you down from your
1534440	1540220	Oh, wait, oh not the old ball and chain ruining my Skyrim adventures
1541040	1544680	Sorry, I thank you for the tip. Literally the old ball and chain
1544760	1549440	Do I want to like I want piercing eyes to be like yeah, I'm a Nord by the way
1549440	1552480	That's realistically piercing. Yeah, I'll do it. I'll do it
1552680	1556760	We just need to change the hair because I didn't like the hair. Let's see what we'll go
1557720	1562520	Look to the look to the second one. This is girl simulator D. Right. No, we're gonna have hair on you
1562520	1568200	There's no point in having me here. Is there bunches like me? I don't think there's any bunches. I
1568800	1574560	Feel like an adventure doesn't have time to like perfectly pleat her hair. Oh, look at that nose bridge
1575080	1577360	She got a nose job. It's so pretty
1578480	1584840	I don't oh, I'm not we're not doing the Mohawk. I can tell you that much right now. There's really no bunches. I
1585480	1589800	Know this game came out in 2011, but bunches knee bunches
1590680	1592120	a
1592120	1595800	Girl knows damn bills wrap. Yes, vanilla Skyrim
1597680	1602480	Stopstream no bunches need to get some mods going honestly
1603840	1606560	Right. Oh, that's ridiculous. Oh
1607160	1613840	That looks kind of cool. That's badass, but what floor are we gonna be blonde Nordic or we're gonna be black hair Nordic?
1614840	1616680	Ah
1616680	1618480	the black
1618480	1620980	the black is me, but I
1621400	1625880	Don't know if we're going like blonde like perfect waifu type thing
1625880	1630120	I mean, she's got the smoky eyes going little smoky eyelash and liner. I can see it
1630120	1635000	I got a little scar going. You know show how go red. Why would I read?
1636600	1641400	No, there's no red black is better. Okay. I think black really accentuates like
1642400	1644960	Okay, done. How'd I do done? What's her name?
1644960	1650960	I can buy you do premium with PayPal, but not membership. You do is a bitch
1651240	1656280	My membership isn't even up. Yeah iron reaper. You're like 10 steps ahead of me. What do we call ourselves?
1656920	1662200	We're the drag sometimes. I don't know sometimes that red agon me right now born
1663040	1665040	Stop right there. Oh
1665640	1671200	Just kidding congrats on money. Oh, thank you so much scrumptious nightmare. I appreciate it so much
1671480	1675800	Why the frick frack did lay back? Are you all giving me money though?
1675800	1683920	Like don't and don't deny explaining why you're giving me money like why you're giving me money forgetting money via monetization
1684440	1689920	Just put it in the chat. Okay. Just put it in the chat
1689920	1694200	I don't understand why you're giving me money for the ability to make money
1695200	1697840	Now Zeem's wife, right?
1697840	1703920	Um, I quite like doing vanilla like call yourself dragonborn or unless she's gonna call me dragonborn twice
1704440	1710320	Jamal seaborn. Okay, dude. Hey, but that's genius cuz you're in to support the next gen. Oh
1712200	1714200	Okay, okay. Oh
1714400	1718640	I like that. All right, I'll accept the money if you want to the next generation of
1719280	1725840	Daughters, but just remember the only reason that we have five daughters in the first place is because of what happened in the age
1725840	1728760	Smart booth all lights were turned off. So we'll need to just
1730520	1734920	If you want that again, right, we're gonna just call ourselves dragonborn. I like role-playing directly
1735680	1741600	As the characters name. I don't know why I just like it. I like being lower friendly call her
1742360	1744360	I
1744680	1746920	See one more time. Did you guys?
1750800	1757800	Okay, Rico, but yeah mystery money my booty crack. I cast mended but crack
1758920	1764700	Thank you so much for all the tips. My god. You guys are crazy today though. You should shit. Hold back
1764700	1766700	How about you hold back? Okay? Just
1768280	1770280	Stop
1772160	1774160	Okay
1778480	1780480	Brian
1783920	1785920	Oh my god
1786560	1793880	Yeah, tell me how to spend my money. All right. Okay shipy scottles. Thank you for the tip driving decent nuts
1794720	1797520	If you complain any more that we gave you money
1797520	1803160	I'll put tomorrow behind that makes me shut up for the rest of the stream about the dough knows
1803160	1806700	I can assure you that much my god. Thank you so much
1807120	1808200	shipy
1808200	1815640	Scottles and all of them biscuit again for the tip and iron report again for the tip. I will no longer complain
1818520	1822400	Let me be clear. Oh, we're literally watching someone get beheaded by the way
1823520	1826200	My ancestors. Oh wait, hold on. We need to put
1828400	1830640	We need to put subtitles on because I am
1836640	1842400	Little replay anonymous. Oh, I love you too anonymous. Thank you for the tip. I appreciate it
1843280	1845280	What he's you're
1849120	1852600	Totally not bitch. Okay, you're done. Thank you for the tip
1852600	1859280	Was where's my subtitles did I not just put them on am I come crazy and maybe crazy wouldn't
1860040	1863540	No one saw that by the way. No one saw. Wait, I did. Oh
1866040	1868040	No one saw that by the way and
1869480	1876880	It changes later on when we need to do a little to me a legendary dragon, but no one saw that, okay?
1876880	1878880	Oh
1881600	1883600	What did I just do
1889600	1894200	Anonymous tipped and said money, right? Thank you anonymous. I appreciate
1898720	1905880	I got it from a company called the law model icy snow pause yellow sprinklers is different, but welcome
1906040	1910400	Did you right? Thank you for the tip that did you guys see emmy's not safe for work?
1910400	1916800	I almost like through the screen. I was having a sample. You know how I'm sampling American
1917760	1918920	like
1918920	1920280	Physiogists
1920280	1924060	Oh, oh, we're loading in we're loading into the gameplay section
1924640	1929960	Fuckin. Oh my god. The controls are all wrong. I give the best head. It's just not mine
1930800	1936960	Executioner. Oh my god, the controls are all low crouches frickin analog stick when it should be run
1936960	1939160	I will change this once we get out unbound
1941440	1944640	Real and true she wanted the emanate
1945160	1950040	The emanate. Oh my god. That's genius. Sorry, right? This is gonna break
1950040	1953200	So don't if this is games to allow just tell me I can turn it down
1953200	1959560	I'll do it. No, he's burning everything
1959960	1966600	So I when my first played this game my dad was watching me both of us couldn't figure out I was supposed to do this
1967680	1971920	We kept going back and forth at the same area, but like I handed it to him
1971920	1975160	I'm like dad when you do this bit and he's like, I don't know what you're doing either
1975480	1979200	Okay, you need to hide behind here to not be hit by the dragons glass
1979920	1981600	Um
1981600	1984720	60 milliliters of our nectar the emanate. I
1985360	1989120	Have her notice on I see everything my little sister post
1989640	1996800	Ha, I was so glad you guys are like enjoying her and her character like obviously getting me
1997280	2002560	Concepted with like are we doing this and it was like, oh my god, like the other is doing this
2003840	2008040	Oh neat Crouch neat Crouch Lee doesn't see us even though that wearing his sign is up
2008560	2013480	Why don't you all do it? Yeah, I hope she will ball and ship
2015360	2021600	Actually, I forgot to get back to her about permission for something which you guys will really enjoy. I don't know
2022160	2026840	Um, I don't know if she's still lurking right heart. Wait. Hold on
2031080	2033080	We hate you
2033320	2040060	To that to a bit spit on his face. We don't we're not going with you. Yeah. Yeah. Oh
2041440	2047920	My god, oh my god. Oh my god. Oh my god. It's drama. It's
2049960	2055040	We're going with the storm folk which is blue because the red are the baddies
2055480	2057480	I
2059080	2062560	Actually can't wait strong. He really said chat this real when making it
2065040	2071320	Right, can you unbound me yet so I can start fixing my controls. Oh my god, he's not got a pulse
2071320	2073960	Yeah, he's what is known as a ragdoll
2075320	2077320	Looks like we're the only ones who made it
2079920	2081920	Yeah, we don't like people who aren't
2082920	2087240	No, if you actually know the lore of Skyrim, it's actually pretty outrageous
2087240	2090840	I don't know why the storm cooks are the baddies. I'm not I'm not going mental
2091360	2093360	but from what I know
2093960	2101040	The Thalmor not the Thalmor the age the thumb. Oh, no the Thalmor embassy. Is it the Thalmor?
2101280	2103840	They came into Skyrim and we're like, right?
2104680	2109120	Right. Sorry. Sorry. I'm trying to explain the lore of Skyrim like really quick. Right. Hold on
2109120	2111240	Let's fix my frickin right. That should be run
2112920	2115680	Sentence gameplay run
2116640	2117840	run
2117840	2119840	Just what?
2120000	2122720	Gameplay look sensitivity vibrate
2124600	2126600	Where do I
2127800	2134920	Hello, oh, it's controls not sounds my apologies, right run toggle POV
2134920	2138600	No, absolutely not sprint sprint should be this one
2139240	2141240	crouch should be
2142200	2146520	What one should crutch be I can only know I only know which one crutch should be okay
2146520	2150880	Crutch should be the other analog stick. I need to go back out in order to do it properly
2153360	2160440	Let's go it's happening wait, what's that what I four six was six days ago. Wait, what what did it for monetize talents?
2160440	2164720	Oh, did I miss it? I mean four of us monetize. Oh my god, you need to oh
2165200	2168360	All the girls. I don't know if there's any girls lurking right now
2168480	2170480	You need to think of your monetization stream
2171600	2176440	She be already put what hers is I think I said what mine was in chat if you don't know what to do
2176440	2180440	Don't worry. I'll help you after my stream. What was I doing snake sneak is
2181480	2183480	Crouches other this button
2184320	2186320	Character menu. I don't
2186960	2194240	Think so. I don't think character menu is frickin bee. What the frick what the frick that's quite
2194240	2196240	I mean, oh
2196400	2202480	I can't remember my sentence from childhood god damn it's been so long toggle POV left bumper
2202480	2207240	No, let a character menu is probably left bumper then first row da is
2208640	2215560	Right bumper. Yes. Okay. This looks correct. Why oh no jump right one last one
2215560	2219840	I'm so sorry. Please. Please. I'm so sorry a jump is alpha
2220840	2226720	Activate is why yeah, this looks correct. Sorry. I'm an Xbox kid. I'm not gonna be that a la gunkies
2226880	2232920	Wait is be crouching state. Oh, I think be is crouch. You know that hold on hold on pause pause the tunes
2232920	2240480	I need time to shoelaces a crouch crouch crouch crouch sneak and then Poggle TV. Yeah, yeah, that's fine
2241200	2243560	Please monetize the last two so everyone is happy together
2245280	2247280	Go ahead take it
2247760	2250520	Mmm, right one more to get right everything
2254520	2260680	Oh, oh, let's get that off. Let's check out the drip. Oh, look at the storm cold drip
2262480	2265040	To your one should be a motess in the rest can have been practice
2265080	2270160	Can you check your difficulty? I think it's all bug. No, no, nothing wrong with the difficulty of the game
2270920	2275160	Wait, what do we need to oh wait? There's about to be an enemy that comes through a thing or something
2275320	2282240	We're about to jump on hope by tomorrow six at six. I would love that for all the girls. They're so excited
2288880	2291520	They can't see us they don't know
2292680	2297240	He can't see me at all is he like directly at me by the way. Oh
2300560	2304200	My god, I forgot how clunky the fricking if you're late
2305160	2307280	Oh my god, this is so clunky
2308880	2310880	Yes, yes a key a key
2312480	2314000	Take all
2314000	2320400	Definitely gonna quit these because they're a lot better than right. I know I'm dressing up as the enemy. Okay, but
2320680	2326600	That's heavy armor. We're gonna wait. Where the frick is the key or he gets the key. Okay?
2327640	2331040	Storm coke and drip in the same sentences oxymoronic
2331920	2333520	How do you they're both bad
2333520	2339200	But storm cooks are just worse the High King was leader of the good factions of Skyrim and he surrendered to the Empire because they were the
2339200	2345480	Less bad option. I didn't know that I thought it was like the Thalmor Embassy came in and they were like you can he worship
2345480	2350240	Talus anymore and I was like you can't he come into my company and tell me what I can do and can he do so
2350240	2352240	I'll pick this guy the storm cooks
2353200	2357520	Like you can't he just go and be doing that like that's a region's right. Where's the enemies? Oh
2358360	2359800	Oh
